ESTAMAA 

------------------------
Ayumiim Ungipaghaatangi 

ayumiim	ayumigh*[N][Rel][Unpd][Sg]
aliightuq	ali-te[N→V]-@₁~:(u)n[V→N]-–ghte[N→V][V][Intr][Ind][3Sg]
aliightuq	ali-––i[N→V]-@₁~:(u)n[V→N]-–ghte[N→V][V][Intr][Ind][3Sg]
aliightuq	ali-––i[N→V]-–ghte[V→V][V][Intr][Ind][3Sg]
aliightuq	ali-––igh[N→V]-–ghte[V→V][V][Intr][Ind][3Sg]
aliightuq	ali-––igh[N→V][V][Intr][Ind][3Sg]
aliightuq	ali-––igh[N→V]-te[V→V][V][Intr][Ind][3Sg]
aliightuq	ali-–ghte[N→V]-@₁~:(u)n[V→N]-–ghte[N→V][V][Intr][Ind][3Sg]
aliightuq	ali-–ghte[N→V]-te[V→V]-@₁~:(u)n[V→N]-–ghte[N→V][V][Intr][Ind][3Sg]
aliightuq	aligh-–ghte[N→V]-@₁~:(u)n[V→N]-–ghte[N→V][V][Intr][Ind][3Sg]
aliightuq	aligh-–ghte[N→V]-te[V→V]-@₁~:(u)n[V→N]-–ghte[N→V][V][Intr][Ind][3Sg]
aliightuq	aliigh-–ghte[V→V][V][Intr][Ind][3Sg]
aliightuq	aliigh[V][Intr][Ind][3Sg]
aliightuq	aliighte[V][Intr][Ind][3Sg]
aliightuq	aliigh-te[V→V][V][Intr][Ind][3Sg]
aliightuq	ali-agh[N→V]-–ghte[V→V][V][Intr][Ind][3Sg]
aliightuq	ali-agh[N→V][V][Intr][Ind][3Sg]
aliightuq	ali-agh[N→V]-te[V→V][V][Intr][Ind][3Sg]
aliightuq	aligh-te[N→V]-@₁~:(u)n[V→N]-–ghte[N→V][V][Intr][Ind][3Sg]
aliightuq	aligh-~:(ng₁)u[N→V]-@₁~:(u)n[V→N]-–ghte[N→V][V][Intr][Ind][3Sg]
aliightuq	aligh-~:(ng₁)u[N→V]-–ghte[V→V][V][Intr][Ind][3Sg]
aliightuq	aligh-~:(ng₁)igh[N→V]-–ghte[V→V][V][Intr][Ind][3Sg]
aliightuq	aligh-~:(ng₁)igh[N→V][V][Intr][Ind][3Sg]
aliightuq	aligh-~:(ng₁)igh[N→V]-te[V→V][V][Intr][Ind][3Sg]
aliightuq	aligh-~:(ng₁)ughte[N→V][V][Intr][Ind][3Sg]
aliightuq	alugh-~:(ng₁)igh[N→V]-–ghte[V→V][V][Intr][Ind][3Sg]
aliightuq	alugh-~:(ng₁)igh[N→V][V][Intr][Ind][3Sg]
aliightuq	alugh-~:(ng₁)igh[N→V]-te[V→V][V][Intr][Ind][3Sg]

------------------------


------------------------
Kaasalghiiminguq kenighhani imighllagluku.

kaasalghiiminguq	kaate-@₁~fyagh[V→V]-@₁–lghii[V→N]-~fmig[N→V]-–ngugh*[V→N][N][Abs][Unpd][Sg]
kaasalghiiminguq	kaate-@₁~fyagh[V→V]-@₁–lghii[V→N]-~fmik[N→N]-–nge[N→V][V][Intr][Ind][3Sg]
kaasalghiiminguq	kaate-@₁~fyagh[V→V]-@₁–lghii[V→N][N][Loc][Unpd][Sg]-nguq[Encl]
kaasalghiiminguq	kaate-@₁~fyagh[V→V]-@₁–lghii[V→N][N][Rel][4SgPoss][PlPosd]-nguq[Encl]
kaasalghiiminguq	kaate-@₁~fyagh[V→V]-@₁–lghii[V→N][N][Rel][4SgPoss][SgPosd]-nguq[Encl]

kenighhani	kenug-––i[N→V]-@₁~:(u)n[V→N]-–ghhagh*[N→N][N][Abs][4SgPoss][SgPosd]
kenighhani	kenug-––i[N→V]-@₁~:(u)n[V→N]-–ghhagh*[N→N][N][Abs][4SgPoss][PlPosd]
kenighhani	kenegh-––i[N→V]-@₁~:(u)n[V→N]-–ghhagh*[N→N][N][Abs][4SgPoss][SgPosd]
kenighhani	kenegh-––i[N→V]-@₁~:(u)n[V→N]-–ghhagh*[N→N][N][Abs][4SgPoss][PlPosd]
kenighhani	kenigh-––i[N→V]-@₁~:(u)n[V→N]-–ghhagh*[N→N][N][Abs][4SgPoss][SgPosd]
kenighhani	kenigh-––i[N→V]-@₁~:(u)n[V→N]-–ghhagh*[N→N][N][Abs][4SgPoss][PlPosd]
kenighhani	kenigh-–ghhagh*[N→N][N][Abs][4SgPoss][SgPosd]
kenighhani	kenigh-–ghhagh*[N→N][N][Abs][4SgPoss][PlPosd]

imighllagluku	imugh-––i[N→V]-–ghllag[V→V][V][Trns][Sbrd][_][3Sg]
imighllagluku	imugh-––igh[N→V]-–ghllag[V→V][V][Trns][Sbrd][_][3Sg]
imighllagluku	imagh-––i[N→V]-–ghllag[V→V][V][Trns][Sbrd][_][3Sg]
imighllagluku	imagh-––igh[N→V]-–ghllag[V→V][V][Trns][Sbrd][_][3Sg]
imighllagluku	imigh-–ghllag[V→V][V][Trns][Sbrd][_][3Sg]

------------------------
Pimakanga, "Enta kenighhaan." Keneghmini aghnasqughhwaam keniinun katagumakangi.

pimakanga	pi-@₁~:(i/u)ma[V→V]-~–(g₁)kaq[V→N]-–nge[N→V][V][Intr][Intrg][3Sg]
pimakanga	pi-@₁~:(i/u)ma[V→V]-~sf–(g₃)kaq[V→N]-–nge[N→V][V][Intr][Intrg][3Sg]
pimakanga	pi-@₁~:(i/u)ma[V→V]-@₂~fkaq[V→N]-–nge[N→V][V][Intr][Intrg][3Sg]
pimakanga	pi-@₁~:(i/u)ma[V→V]-@*@₂~sf–(g₂)k(a)e[V→N]-–nge[N→V][V][Intr][Intrg][3Sg]
pimakanga	pi-@₁~:(i/u)ma[V→V]-@*@₂~sf–(g₂)k(a)e[V→N][N][Abs][3SgPoss][SgPosd]
pimakanga	pi-@₁~:(i/u)ma[V→V][V][Trns][Cond][3Sg][1Sg]
pimakanga	pi-@₁~:(i/u)ma[V→V][V][Trns][Ptcp][3Sg][3Sg]

enta	enta

kenighhaan	kenug-––i[N→V]-@₁~:(u)n[V→N]-–ghhagh*[N→N]-–ghte[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
kenighhaan	kenug-––i[N→V]-@₁~:(u)n[V→N]-–ghhagh*[N→N]-–ghte[N→V]-te[V→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
kenighhaan	kenug-––i[N→V]-@₁~:(u)n[V→N]-–ghhagh*[N→N]-te[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
kenighhaan	kenug-––i[N→V]-@₁~:(u)n[V→N]-–ghhagh*[N→N]-te[N→V]-te[V→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
kenighhaan	kenug-––i[N→V]-@₁~:(u)n[V→N]-–ghhagh*[N→N]-~:(ng₁)u[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
kenighhaan	kenug-––i[N→V]-@₁~:(u)n[V→N]-–ghhagh*[N→N]-~:(ng₁)u[N→V]-~:(u)te[V→N][N][Abs][Unpd][Sg]
kenighhaan	kenug-––i[N→V]-@₁~:(u)n[V→N]-–ghhagh*[N→N][N][Abs][2SgPoss][SgPosd]
kenighhaan	kenug-––i[N→V]-@₁~:(u)n[V→N]-–ghhagh*[N→N][N][Rel][3SgPoss][SgPosd]
kenighhaan	kenug-––i[N→V]-@₁~:(u)n[V→N]-–ghhagh*[N→N][N][Rel][3SgPoss][PlPosd]
kenighhaan	kenegh-––i[N→V]-@₁~:(u)n[V→N]-–ghhagh*[N→N]-–ghte[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
kenighhaan	kenegh-––i[N→V]-@₁~:(u)n[V→N]-–ghhagh*[N→N]-–ghte[N→V]-te[V→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
kenighhaan	kenegh-––i[N→V]-@₁~:(u)n[V→N]-–ghhagh*[N→N]-te[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
kenighhaan	kenegh-––i[N→V]-@₁~:(u)n[V→N]-–ghhagh*[N→N]-te[N→V]-te[V→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
kenighhaan	kenegh-––i[N→V]-@₁~:(u)n[V→N]-–ghhagh*[N→N]-~:(ng₁)u[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
kenighhaan	kenegh-––i[N→V]-@₁~:(u)n[V→N]-–ghhagh*[N→N]-~:(ng₁)u[N→V]-~:(u)te[V→N][N][Abs][Unpd][Sg]
kenighhaan	kenegh-––i[N→V]-@₁~:(u)n[V→N]-–ghhagh*[N→N][N][Abs][2SgPoss][SgPosd]
kenighhaan	kenegh-––i[N→V]-@₁~:(u)n[V→N]-–ghhagh*[N→N][N][Rel][3SgPoss][SgPosd]
kenighhaan	kenegh-––i[N→V]-@₁~:(u)n[V→N]-–ghhagh*[N→N][N][Rel][3SgPoss][PlPosd]
kenighhaan	kenigh-––i[N→V]-@₁~:(u)n[V→N]-–ghhagh*[N→N]-–ghte[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
kenighhaan	kenigh-––i[N→V]-@₁~:(u)n[V→N]-–ghhagh*[N→N]-–ghte[N→V]-te[V→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
kenighhaan	kenigh-––i[N→V]-@₁~:(u)n[V→N]-–ghhagh*[N→N]-te[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
kenighhaan	kenigh-––i[N→V]-@₁~:(u)n[V→N]-–ghhagh*[N→N]-te[N→V]-te[V→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
kenighhaan	kenigh-––i[N→V]-@₁~:(u)n[V→N]-–ghhagh*[N→N]-~:(ng₁)u[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
kenighhaan	kenigh-––i[N→V]-@₁~:(u)n[V→N]-–ghhagh*[N→N]-~:(ng₁)u[N→V]-~:(u)te[V→N][N][Abs][Unpd][Sg]
kenighhaan	kenigh-––i[N→V]-@₁~:(u)n[V→N]-–ghhagh*[N→N][N][Abs][2SgPoss][SgPosd]
kenighhaan	kenigh-––i[N→V]-@₁~:(u)n[V→N]-–ghhagh*[N→N][N][Rel][3SgPoss][SgPosd]
kenighhaan	kenigh-––i[N→V]-@₁~:(u)n[V→N]-–ghhagh*[N→N][N][Rel][3SgPoss][PlPosd]
kenighhaan	kenigh-–ghhagh*[N→N]-–ghte[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
kenighhaan	kenigh-–ghhagh*[N→N]-–ghte[N→V]-te[V→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
kenighhaan	kenigh-–ghhagh*[N→N]-te[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
kenighhaan	kenigh-–ghhagh*[N→N]-te[N→V]-te[V→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
kenighhaan	kenigh-–ghhagh*[N→N]-~:(ng₁)u[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
kenighhaan	kenigh-–ghhagh*[N→N]-~:(ng₁)u[N→V]-~:(u)te[V→N][N][Abs][Unpd][Sg]
kenighhaan	kenigh-–ghhagh*[N→N][N][Abs][2SgPoss][SgPosd]
kenighhaan	kenigh-–ghhagh*[N→N][N][Rel][3SgPoss][SgPosd]
kenighhaan	kenigh-–ghhagh*[N→N][N][Rel][3SgPoss][PlPosd]

keneghmini	kenegh-~fmik[N→N][N][Abs][4SgPoss][SgPosd]
keneghmini	kenegh-~fmik[N→N][N][Abs][4SgPoss][PlPosd]
keneghmini	kenegh[N][Loc][4SgPoss][PlPosd]
keneghmini	kenegh[N][Loc][4SgPoss][SgPosd]

keniinun	kenug-––i[N→V]-@₁~:(u)te[V→V]-@₁~:(u)n[V→N]-te[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenug-––i[N→V]-@₁~:(u)te[V→V]-@₁~:(u)n[V→N]-te[N→V]-te[V→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenug-––i[N→V]-@₁~:(u)te[V→V]-@₁~:(u)n[V→N]-~:(ng₁)u[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenug-––i[N→V]-@₁~:(u)te[V→V]-@₁~:(u)n[V→N]-~:(ng₁)u[N→V]-~:(u)te[V→N][N][Abs][Unpd][Sg]
keniinun	kenug-––i[N→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁~:(u)n[V→N]-te[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenug-––i[N→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁~:(u)n[V→N]-te[N→V]-te[V→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenug-––i[N→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁~:(u)n[V→N]-~:(ng₁)u[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenug-––i[N→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁~:(u)n[V→N]-~:(ng₁)u[N→V]-~:(u)te[V→N][N][Abs][Unpd][Sg]
keniinun	kenug-––i[N→V]-@₁~:(u)n[V→N]-–ghte[N→V]-te[V→V]-@₁~:(u)n[V→N]-te[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenug-––i[N→V]-@₁~:(u)n[V→N]-–ghte[N→V]-te[V→V]-@₁~:(u)n[V→N]-te[N→V]-te[V→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenug-––i[N→V]-@₁~:(u)n[V→N]-–ghte[N→V]-te[V→V]-@₁~:(u)n[V→N]-~:(ng₁)u[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenug-––i[N→V]-@₁~:(u)n[V→N]-–ghte[N→V]-te[V→V]-@₁~:(u)n[V→N]-~:(ng₁)u[N→V]-~:(u)te[V→N][N][Abs][Unpd][Sg]
keniinun	kenug-––i[N→V]-te[V→V]-@₁~:(u)n[V→N]-te[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenug-––i[N→V]-te[V→V]-@₁~:(u)n[V→N]-te[N→V]-te[V→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenug-––i[N→V]-te[V→V]-@₁~:(u)n[V→N]-~:(ng₁)u[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenug-––i[N→V]-te[V→V]-@₁~:(u)n[V→N]-~:(ng₁)u[N→V]-~:(u)te[V→N][N][Abs][Unpd][Sg]
keniinun	kenug-––i[N→V]-~:(u)te[V→V]-@₁~:(u)n[V→N]-te[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenug-––i[N→V]-~:(u)te[V→V]-@₁~:(u)n[V→N]-te[N→V]-te[V→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenug-––i[N→V]-~:(u)te[V→V]-@₁~:(u)n[V→N]-~:(ng₁)u[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenug-––i[N→V]-~:(u)te[V→V]-@₁~:(u)n[V→N]-~:(ng₁)u[N→V]-~:(u)te[V→N][N][Abs][Unpd][Sg]
keniinun	kenug-––i[N→V]-~:(u)te[V→N]-te[N→V]-@₁~:(u)n[V→N]-te[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenug-––i[N→V]-~:(u)te[V→N]-te[N→V]-@₁~:(u)n[V→N]-te[N→V]-te[V→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenug-––i[N→V]-~:(u)te[V→N]-te[N→V]-@₁~:(u)n[V→N]-~:(ng₁)u[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenug-––i[N→V]-~:(u)te[V→N]-te[N→V]-@₁~:(u)n[V→N]-~:(ng₁)u[N→V]-~:(u)te[V→N][N][Abs][Unpd][Sg]
keniinun	kenug-––i[N→V]-~:(u)te[V→N]-te[N→V]-te[V→V]-@₁~:(u)n[V→N]-te[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenug-––i[N→V]-~:(u)te[V→N]-te[N→V]-te[V→V]-@₁~:(u)n[V→N]-te[N→V]-te[V→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenug-––i[N→V]-~:(u)te[V→N]-te[N→V]-te[V→V]-@₁~:(u)n[V→N]-~:(ng₁)u[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenug-––i[N→V]-~:(u)te[V→N]-te[N→V]-te[V→V]-@₁~:(u)n[V→N]-~:(ng₁)u[N→V]-~:(u)te[V→N][N][Abs][Unpd][Sg]
keniinun	kenug-––i[N→V]-–ghte[V→V]-@₁~:(u)n[V→N]-te[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenug-––i[N→V]-–ghte[V→V]-@₁~:(u)n[V→N]-te[N→V]-te[V→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenug-––i[N→V]-–ghte[V→V]-@₁~:(u)n[V→N]-~:(ng₁)u[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenug-––i[N→V]-–ghte[V→V]-@₁~:(u)n[V→N]-~:(ng₁)u[N→V]-~:(u)te[V→N][N][Abs][Unpd][Sg]
keniinun	kenug-––igh[N→V]-–ghte[V→V]-@₁~:(u)n[V→N]-te[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenug-––igh[N→V]-–ghte[V→V]-@₁~:(u)n[V→N]-te[N→V]-te[V→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenug-––igh[N→V]-–ghte[V→V]-@₁~:(u)n[V→N]-~:(ng₁)u[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenug-––igh[N→V]-–ghte[V→V]-@₁~:(u)n[V→N]-~:(ng₁)u[N→V]-~:(u)te[V→N][N][Abs][Unpd][Sg]
keniinun	kenug-––ii[N→V]-@₁~:(u)n[V→N]-te[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenug-––ii[N→V]-@₁~:(u)n[V→N]-te[N→V]-te[V→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenug-––ii[N→V]-@₁~:(u)n[V→N]-~:(ng₁)u[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenug-––ii[N→V]-@₁~:(u)n[V→N]-~:(ng₁)u[N→V]-~:(u)te[V→N][N][Abs][Unpd][Sg]
keniinun	kenug-––igh[N→V]-@₁~:(u)n[V→N]-te[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenug-––igh[N→V]-@₁~:(u)n[V→N]-te[N→V]-te[V→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenug-––igh[N→V]-@₁~:(u)n[V→N]-~:(ng₁)u[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenug-––igh[N→V]-@₁~:(u)n[V→N]-~:(ng₁)u[N→V]-~:(u)te[V→N][N][Abs][Unpd][Sg]
keniinun	kenug-––igh[N→V]-te[V→V]-@₁~:(u)n[V→N]-te[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenug-––igh[N→V]-te[V→V]-@₁~:(u)n[V→N]-te[N→V]-te[V→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenug-––igh[N→V]-te[V→V]-@₁~:(u)n[V→N]-~:(ng₁)u[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenug-––igh[N→V]-te[V→V]-@₁~:(u)n[V→N]-~:(ng₁)u[N→V]-~:(u)te[V→N][N][Abs][Unpd][Sg]
keniinun	kenug-––igh[N→V]-~:(ng₁)u[V→V]-@₁~:(u)n[V→N]-te[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenug-––igh[N→V]-~:(ng₁)u[V→V]-@₁~:(u)n[V→N]-te[N→V]-te[V→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenug-––igh[N→V]-~:(ng₁)u[V→V]-@₁~:(u)n[V→N]-~:(ng₁)u[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenug-––igh[N→V]-~:(ng₁)u[V→V]-@₁~:(u)n[V→N]-~:(ng₁)u[N→V]-~:(u)te[V→N][N][Abs][Unpd][Sg]
keniinun	kenegh-––i[N→V]-@₁~:(u)te[V→V]-@₁~:(u)n[V→N]-te[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenegh-––i[N→V]-@₁~:(u)te[V→V]-@₁~:(u)n[V→N]-te[N→V]-te[V→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenegh-––i[N→V]-@₁~:(u)te[V→V]-@₁~:(u)n[V→N]-~:(ng₁)u[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenegh-––i[N→V]-@₁~:(u)te[V→V]-@₁~:(u)n[V→N]-~:(ng₁)u[N→V]-~:(u)te[V→N][N][Abs][Unpd][Sg]
keniinun	kenegh-––i[N→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁~:(u)n[V→N]-te[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenegh-––i[N→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁~:(u)n[V→N]-te[N→V]-te[V→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenegh-––i[N→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁~:(u)n[V→N]-~:(ng₁)u[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenegh-––i[N→V]-@₁~:(u)n[V→N]-–ghte[N→V]-@₁~:(u)n[V→N]-~:(ng₁)u[N→V]-~:(u)te[V→N][N][Abs][Unpd][Sg]
keniinun	kenegh-––i[N→V]-@₁~:(u)n[V→N]-–ghte[N→V]-te[V→V]-@₁~:(u)n[V→N]-te[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenegh-––i[N→V]-@₁~:(u)n[V→N]-–ghte[N→V]-te[V→V]-@₁~:(u)n[V→N]-te[N→V]-te[V→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenegh-––i[N→V]-@₁~:(u)n[V→N]-–ghte[N→V]-te[V→V]-@₁~:(u)n[V→N]-~:(ng₁)u[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenegh-––i[N→V]-@₁~:(u)n[V→N]-–ghte[N→V]-te[V→V]-@₁~:(u)n[V→N]-~:(ng₁)u[N→V]-~:(u)te[V→N][N][Abs][Unpd][Sg]
keniinun	kenegh-––i[N→V]-te[V→V]-@₁~:(u)n[V→N]-te[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenegh-––i[N→V]-te[V→V]-@₁~:(u)n[V→N]-te[N→V]-te[V→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenegh-––i[N→V]-te[V→V]-@₁~:(u)n[V→N]-~:(ng₁)u[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenegh-––i[N→V]-te[V→V]-@₁~:(u)n[V→N]-~:(ng₁)u[N→V]-~:(u)te[V→N][N][Abs][Unpd][Sg]
keniinun	kenegh-––i[N→V]-~:(u)te[V→V]-@₁~:(u)n[V→N]-te[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenegh-––i[N→V]-~:(u)te[V→V]-@₁~:(u)n[V→N]-te[N→V]-te[V→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenegh-––i[N→V]-~:(u)te[V→V]-@₁~:(u)n[V→N]-~:(ng₁)u[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenegh-––i[N→V]-~:(u)te[V→V]-@₁~:(u)n[V→N]-~:(ng₁)u[N→V]-~:(u)te[V→N][N][Abs][Unpd][Sg]
keniinun	kenegh-––i[N→V]-~:(u)te[V→N]-te[N→V]-@₁~:(u)n[V→N]-te[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenegh-––i[N→V]-~:(u)te[V→N]-te[N→V]-@₁~:(u)n[V→N]-te[N→V]-te[V→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenegh-––i[N→V]-~:(u)te[V→N]-te[N→V]-@₁~:(u)n[V→N]-~:(ng₁)u[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenegh-––i[N→V]-~:(u)te[V→N]-te[N→V]-@₁~:(u)n[V→N]-~:(ng₁)u[N→V]-~:(u)te[V→N][N][Abs][Unpd][Sg]
keniinun	kenegh-––i[N→V]-~:(u)te[V→N]-te[N→V]-te[V→V]-@₁~:(u)n[V→N]-te[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenegh-––i[N→V]-~:(u)te[V→N]-te[N→V]-te[V→V]-@₁~:(u)n[V→N]-te[N→V]-te[V→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenegh-––i[N→V]-~:(u)te[V→N]-te[N→V]-te[V→V]-@₁~:(u)n[V→N]-~:(ng₁)u[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenegh-––i[N→V]-~:(u)te[V→N]-te[N→V]-te[V→V]-@₁~:(u)n[V→N]-~:(ng₁)u[N→V]-~:(u)te[V→N][N][Abs][Unpd][Sg]
keniinun	kenegh-––i[N→V]-–ghte[V→V]-@₁~:(u)n[V→N]-te[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenegh-––i[N→V]-–ghte[V→V]-@₁~:(u)n[V→N]-te[N→V]-te[V→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenegh-––i[N→V]-–ghte[V→V]-@₁~:(u)n[V→N]-~:(ng₁)u[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenegh-––i[N→V]-–ghte[V→V]-@₁~:(u)n[V→N]-~:(ng₁)u[N→V]-~:(u)te[V→N][N][Abs][Unpd][Sg]
keniinun	kenegh-––igh[N→V]-–ghte[V→V]-@₁~:(u)n[V→N]-te[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenegh-––igh[N→V]-–ghte[V→V]-@₁~:(u)n[V→N]-te[N→V]-te[V→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenegh-––igh[N→V]-–ghte[V→V]-@₁~:(u)n[V→N]-~:(ng₁)u[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenegh-––igh[N→V]-–ghte[V→V]-@₁~:(u)n[V→N]-~:(ng₁)u[N→V]-~:(u)te[V→N][N][Abs][Unpd][Sg]
keniinun	kenegh-––ii[N→V]-@₁~:(u)n[V→N]-te[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenegh-––ii[N→V]-@₁~:(u)n[V→N]-te[N→V]-te[V→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
keniinun	kenegh-––ii[N→V]-@₁~:(u)n[V→N]-~:(ng₁)u[N→V]-@₁~:(u)n[V→N][N][Abs][Unpd][Sg]
